,dropoff_community_area,dropoff_ca,start_hour,cal_day_desc,average_speed,total_trips,avg_trips
2750,16,IRVING PARK,3,Weekdays,26.90719445,891,7.681034483
2751,25,AUSTIN,20,Weekend/Holidays,30.65947156,171,1.474137931
2752,9,EDISON PARK,3,Weekend/Holidays,37.62580744,42,0.362068966
2753,29,NORTH LAWNDALE,16,Weekdays,16.34429748,482,4.155172414
2754,29,NORTH LAWNDALE,22,Weekend/Holidays,31.55611612,154,1.327586207
2755,40,WASHINGTON PARK,10,Weekdays,24.96428835,242,2.086206897
2756,35,DOUGLAS,7,Weekend/Holidays,32.82557896,279,2.405172414
2757,49,ROSELAND,11,Weekdays,37.51399226,595,5.129310345
2758,37,FULLER PARK,16,Weekend/Holidays,34.05542359,74,0.637931034
2759,73,WASHINGTON HEIGHTS,13,Weekdays,29.91567701,321,2.767241379
2760,71,AUBURN GRESHAM,12,Weekend/Holidays,21.05982722,148,1.275862069
2761,25,AUSTIN,16,Weekdays,19.56143355,975,8.405172414
2762,4,LINCOLN SQUARE,6,Weekdays,26.37296932,909,7.836206897
2763,60,BRIDGEPORT,5,Weekdays,42.2611066,97,0.836206897
2764,74,MOUNT GREENWOOD,9,Weekdays,26.04118112,36,0.310344828
2765,41,HYDE PARK,1,Weekend/Holidays,33.61392963,289,2.49137931
2766,31,LOWER WEST SIDE,20,Weekend/Holidays,26.16245514,577,4.974137931
2767,38,GRAND BOULEVARD,23,Weekend/Holidays,30.94326869,160,1.379310345
2768,71,AUBURN GRESHAM,23,Weekend/Holidays,43.78404715,64,0.551724138
2769,70,ASHBURN,9,Weekend/Holidays,21.5365429,86,0.74137931
2770,13,NORTH PARK,23,Weekdays,24.66058564,506,4.362068966
2771,45,AVALON PARK,8,Weekdays,20.042009,86,0.74137931
2772,60,BRIDGEPORT,8,Weekend/Holidays,24.23884834,105,0.905172414
2773,42,WOODLAWN,7,Weekdays,32.66785663,231,1.99137931
2774,44,CHATHAM,14,Weekdays,25.89413641,839,7.232758621
2775,53,WEST PULLMAN,9,Weekend/Holidays,38.53182481,95,0.818965517
2776,23,HUMBOLDT PARK,8,Weekend/Holidays,23.26321275,106,0.913793103
2777,44,CHATHAM,15,Weekend/Holidays,30.14748348,237,2.043103448
2778,46,SOUTH CHICAGO,15,Weekend/Holidays,25.94637167,88,0.75862069
2779,45,AVALON PARK,18,Weekdays,21.58580273,121,1.043103448
2780,68,ENGLEWOOD,7,Weekdays,34.32762319,167,1.439655172
2781,38,GRAND BOULEVARD,9,Weekdays,21.51658677,747,6.439655172
2782,30,SOUTH LAWNDALE,6,Weekdays,26.26313242,198,1.706896552
2783,35,DOUGLAS,18,Weekend/Holidays,22.66982268,674,5.810344828
2784,37,FULLER PARK,23,Weekend/Holidays,42.08750832,48,0.413793103
2785,51,SOUTH DEERING,20,Weekdays,47.26799249,78,0.672413793
2786,69,GREATER GRAND CROSSING,20,Weekdays,34.15073093,426,3.672413793
2787,27,EAST GARFIELD PARK,14,Weekdays,20.95516002,801,6.905172414
2788,23,HUMBOLDT PARK,4,Weekend/Holidays,23.10551341,537,4.629310345
2789,62,WEST ELSDON,2,Weekdays,40.45040902,39,0.336206897
2790,20,HERMOSA,19,Weekdays,22.08745246,246,2.120689655
2791,53,WEST PULLMAN,22,Weekdays,50.96713438,128,1.103448276
2792,37,FULLER PARK,7,Weekend/Holidays,42.0082915,65,0.560344828
2793,61,NEW CITY,0,Weekdays,35.21686305,78,0.672413793
2794,69,GREATER GRAND CROSSING,19,Weekdays,29.78622183,507,4.370689655
2795,42,WOODLAWN,20,Weekend/Holidays,31.28976902,184,1.586206897
2796,20,HERMOSA,21,Weekend/Holidays,22.49694812,105,0.905172414
2797,44,CHATHAM,6,Weekdays,33.60414199,191,1.646551724
2798,70,ASHBURN,11,Weekend/Holidays,18.5671108,98,0.844827586
2799,2,WEST RIDGE,10,Weekdays,22.2940316,2356,20.31034483
2800,51,SOUTH DEERING,21,Weekend/Holidays,43.19430256,30,0.25862069
2801,26,WEST GARFIELD PARK,10,Weekend/Holidays,32.60836469,104,0.896551724
2802,25,AUSTIN,10,Weekend/Holidays,27.47344103,257,2.215517241
2803,29,NORTH LAWNDALE,1,Weekend/Holidays,26.72431214,73,0.629310345
2804,46,SOUTH CHICAGO,6,Weekdays,30.14778371,50,0.431034483
2805,14,ALBANY PARK,3,Weekdays,25.92947368,1127,9.715517241
2806,13,NORTH PARK,9,Weekdays,23.56147028,853,7.353448276
2807,15,PORTAGE PARK,18,Weekend/Holidays,19.62332973,433,3.732758621
2808,29,NORTH LAWNDALE,8,Weekend/Holidays,36.81234356,124,1.068965517
2809,15,PORTAGE PARK,9,Weekdays,23.84430235,986,8.5
2810,15,PORTAGE PARK,4,Weekend/Holidays,29.66991927,391,3.370689655
2811,19,BELMONT CRAGIN,7,Weekend/Holidays,23.15418359,90,0.775862069
2812,17,DUNNING,12,Weekend/Holidays,23.42728317,113,0.974137931
2813,11,JEFFERSON PARK,16,Weekend/Holidays,28.62067067,436,3.75862069
2814,54,RIVERDALE,8,Weekdays,42.36885077,37,0.318965517
2815,4,LINCOLN SQUARE,5,Weekdays,25.32227278,647,5.577586207
2816,23,HUMBOLDT PARK,4,Weekdays,24.07455601,393,3.387931034
2817,19,BELMONT CRAGIN,1,Weekdays,17.32620508,699,6.025862069
2818,71,AUBURN GRESHAM,10,Weekend/Holidays,23.97984,176,1.517241379
2819,14,ALBANY PARK,3,Weekend/Holidays,26.98267515,1282,11.05172414
2820,14,ALBANY PARK,13,Weekend/Holidays,28.21341984,478,4.120689655
2821,43,SOUTH SHORE,12,Weekend/Holidays,27.07056218,258,2.224137931
2822,39,KENWOOD,16,Weekend/Holidays,26.52119511,514,4.431034483
2823,29,NORTH LAWNDALE,0,Weekdays,23.76077599,118,1.017241379
2824,46,SOUTH CHICAGO,20,Weekdays,22.50117074,164,1.413793103
2825,30,SOUTH LAWNDALE,5,Weekdays,40.75335054,158,1.362068966
2826,64,CLEARING,17,Weekdays,20.99361914,218,1.879310345
2827,45,AVALON PARK,16,Weekdays,23.36890962,191,1.646551724
2828,40,WASHINGTON PARK,16,Weekend/Holidays,22.2916913,90,0.775862069
2829,49,ROSELAND,19,Weekend/Holidays,42.71937718,108,0.931034483
2830,23,HUMBOLDT PARK,10,Weekdays,23.01620236,602,5.189655172
2831,20,HERMOSA,3,Weekdays,26.0324138,162,1.396551724
2832,31,LOWER WEST SIDE,10,Weekend/Holidays,30.32017721,304,2.620689655
2833,69,GREATER GRAND CROSSING,14,Weekdays,27.53843718,639,5.50862069
2834,13,NORTH PARK,6,Weekend/Holidays,19.62299728,116,1
2835,11,JEFFERSON PARK,3,Weekdays,40.51234832,213,1.836206897
2836,11,JEFFERSON PARK,0,Weekend/Holidays,21.68333086,438,3.775862069
2837,12,FOREST GLEN,1,Weekend/Holidays,38.63119136,179,1.543103448
2838,21,AVONDALE,20,Weekend/Holidays,30.07254897,652,5.620689655
2839,9,EDISON PARK,16,Weekend/Holidays,31.73148682,75,0.646551724
2840,9,EDISON PARK,21,Weekdays,36.89717641,285,2.456896552
2841,48,CALUMET HEIGHTS,8,Weekdays,16.4095988,337,2.905172414
2842,43,SOUTH SHORE,8,Weekend/Holidays,37.80800511,121,1.043103448
2843,39,KENWOOD,9,Weekdays,30.35951278,631,5.439655172
2844,49,ROSELAND,20,Weekdays,33.3711608,201,1.732758621
2845,43,SOUTH SHORE,7,Weekend/Holidays,34.75899992,89,0.767241379
2846,39,KENWOOD,20,Weekdays,36.05785024,1397,12.04310345
2847,36,OAKLAND,19,Weekend/Holidays,33.44638645,95,0.818965517
2848,64,CLEARING,14,Weekdays,26.21825269,293,2.525862069
2849,45,AVALON PARK,2,Weekdays,39.53969352,20,0.172413793
2850,35,DOUGLAS,23,Weekdays,22.02813602,897,7.732758621
2851,68,ENGLEWOOD,17,Weekdays,23.75417042,339,2.922413793
2852,60,BRIDGEPORT,15,Weekend/Holidays,28.32704005,318,2.74137931
2853,34,ARMOUR SQUARE,5,Weekend/Holidays,42.4084184,105,0.905172414
2854,53,WEST PULLMAN,7,Weekdays,33.29704714,142,1.224137931
2855,49,ROSELAND,12,Weekdays,35.20403667,659,5.681034483
2856,31,LOWER WEST SIDE,1,Weekdays,31.75438401,576,4.965517241
2857,5,NORTH CENTER,3,Weekend/Holidays,22.66928486,1106,9.534482759
2858,61,NEW CITY,14,Weekdays,23.04436227,549,4.732758621
2859,73,WASHINGTON HEIGHTS,10,Weekend/Holidays,28.3758641,167,1.439655172
2860,65,WEST LAWN,10,Weekdays,24.66361019,80,0.689655172
2861,14,ALBANY PARK,11,Weekend/Holidays,23.83870957,390,3.362068966
2862,57,ARCHER HEIGHTS,18,Weekdays,14.48184485,74,0.637931034
2863,72,BEVERLY,0,Weekdays,39.93661823,85,0.732758621
2864,61,NEW CITY,21,Weekdays,37.29427961,155,1.336206897
2865,9,EDISON PARK,18,Weekdays,27.6680134,259,2.232758621
2866,68,ENGLEWOOD,15,Weekdays,23.83527926,409,3.525862069
2867,31,LOWER WEST SIDE,5,Weekend/Holidays,28.58160228,346,2.982758621
2868,10,NORWOOD PARK,5,Weekend/Holidays,39.86295378,208,1.793103448
2869,73,WASHINGTON HEIGHTS,10,Weekdays,35.29630208,320,2.75862069
2870,68,ENGLEWOOD,12,Weekdays,30.84857515,441,3.801724138
2871,67,WEST ENGLEWOOD,16,Weekdays,21.87468567,221,1.905172414
2872,65,WEST LAWN,19,Weekdays,33.54058899,83,0.715517241
2873,9,EDISON PARK,19,Weekdays,30.46910946,266,2.293103448
2874,50,PULLMAN,22,Weekend/Holidays,56.56386314,48,0.413793103
2875,50,PULLMAN,13,Weekdays,33.8441977,197,1.698275862
2876,68,ENGLEWOOD,12,Weekend/Holidays,29.80238957,110,0.948275862
2877,30,SOUTH LAWNDALE,3,Weekdays,45.14867841,188,1.620689655
2878,64,CLEARING,21,Weekend/Holidays,40.02877724,72,0.620689655
2879,25,AUSTIN,2,Weekend/Holidays,30.0829068,228,1.965517241
2880,19,BELMONT CRAGIN,19,Weekend/Holidays,23.61854834,195,1.681034483
2881,42,WOODLAWN,0,Weekdays,49.39202188,151,1.301724138
2882,5,NORTH CENTER,5,Weekdays,35.06917097,522,4.5
2883,65,WEST LAWN,20,Weekend/Holidays,38.53841147,23,0.198275862
2884,29,NORTH LAWNDALE,13,Weekend/Holidays,23.61271042,117,1.00862069
2885,48,CALUMET HEIGHTS,7,Weekend/Holidays,21.39020739,32,0.275862069
2886,48,CALUMET HEIGHTS,23,Weekdays,33.60871239,24,0.206896552
2887,48,CALUMET HEIGHTS,14,Weekend/Holidays,22.78254639,85,0.732758621
2888,36,OAKLAND,13,Weekdays,24.62369294,368,3.172413793
2889,69,GREATER GRAND CROSSING,18,Weekend/Holidays,33.23982378,123,1.060344828
2890,58,BRIGHTON PARK,21,Weekdays,34.70435744,142,1.224137931
2891,57,ARCHER HEIGHTS,3,Weekdays,44.00833239,45,0.387931034
2892,53,WEST PULLMAN,13,Weekdays,31.31929495,294,2.534482759
2893,64,CLEARING,5,Weekdays,54.82728772,132,1.137931034
2894,34,ARMOUR SQUARE,7,Weekend/Holidays,35.14165559,173,1.49137931
2895,68,ENGLEWOOD,3,Weekend/Holidays,37.22109432,42,0.362068966
2896,68,ENGLEWOOD,10,Weekdays,24.70251037,437,3.767241379
2897,75,MORGAN PARK,15,Weekdays,28.438476,289,2.49137931
2898,47,BURNSIDE,13,Weekdays,22.49281773,85,0.732758621
2899,51,SOUTH DEERING,18,Weekdays,27.13260739,119,1.025862069
2900,29,NORTH LAWNDALE,12,Weekdays,25.30799654,513,4.422413793
2901,17,DUNNING,7,Weekend/Holidays,24.56265185,70,0.603448276
2902,15,PORTAGE PARK,7,Weekdays,21.76096052,490,4.224137931
2903,70,ASHBURN,17,Weekdays,21.97982198,219,1.887931034
2904,62,WEST ELSDON,0,Weekdays,33.68441321,40,0.344827586
2905,65,WEST LAWN,1,Weekend/Holidays,44.82771743,25,0.215517241
2906,72,BEVERLY,18,Weekdays,30.49424391,190,1.637931034
2907,12,FOREST GLEN,9,Weekdays,28.8754054,428,3.689655172
2908,61,NEW CITY,11,Weekdays,28.76618895,346,2.982758621
2909,47,BURNSIDE,10,Weekdays,20.75058706,67,0.577586207
2910,11,JEFFERSON PARK,23,Weekdays,32.72088818,941,8.112068966
2911,61,NEW CITY,19,Weekdays,30.31294279,302,2.603448276
2912,61,NEW CITY,21,Weekend/Holidays,37.75333028,65,0.560344828
2913,61,NEW CITY,17,Weekdays,21.78600222,278,2.396551724
2914,18,MONTCLARE,2,Weekend/Holidays,32.57342481,31,0.267241379
2915,29,NORTH LAWNDALE,21,Weekdays,28.03236541,201,1.732758621
2916,39,KENWOOD,2,Weekdays,43.40635959,145,1.25
2917,49,ROSELAND,23,Weekdays,46.32324382,259,2.232758621
2918,72,BEVERLY,16,Weekdays,22.85196345,143,1.232758621
2919,69,GREATER GRAND CROSSING,17,Weekdays,22.94327602,569,4.905172414
2920,12,FOREST GLEN,0,Weekdays,39.55587305,315,2.715517241
2921,29,NORTH LAWNDALE,6,Weekdays,29.62961838,168,1.448275862
2922,34,ARMOUR SQUARE,4,Weekdays,50.09899959,164,1.413793103
2923,31,LOWER WEST SIDE,0,Weekdays,30.59328709,912,7.862068966
2924,49,ROSELAND,20,Weekend/Holidays,29.10972805,108,0.931034483
2925,27,EAST GARFIELD PARK,11,Weekdays,25.20555044,775,6.681034483
2926,38,GRAND BOULEVARD,2,Weekend/Holidays,38.65594009,109,0.939655172
2927,40,WASHINGTON PARK,8,Weekdays,35.22663787,256,2.206896552
2928,34,ARMOUR SQUARE,1,Weekdays,21.47272933,270,2.327586207
2929,60,BRIDGEPORT,19,Weekend/Holidays,27.42634485,363,3.129310345
2930,59,MCKINLEY PARK,19,Weekdays,27.7546942,202,1.74137931
2931,23,HUMBOLDT PARK,20,Weekdays,25.29569551,648,5.586206897
2932,60,BRIDGEPORT,6,Weekdays,33.29919826,140,1.206896552
2933,38,GRAND BOULEVARD,20,Weekend/Holidays,25.01768738,231,1.99137931
2934,73,WASHINGTON HEIGHTS,20,Weekdays,32.11178047,143,1.232758621
2935,3,UPTOWN,5,Weekdays,27.50053928,1715,14.78448276
2936,61,NEW CITY,2,Weekend/Holidays,33.98693308,90,0.775862069
2937,35,DOUGLAS,4,Weekdays,19.52348899,185,1.594827586
2938,75,MORGAN PARK,15,Weekend/Holidays,32.77888619,73,0.629310345
2939,25,AUSTIN,5,Weekdays,36.15272112,126,1.086206897
2940,19,BELMONT CRAGIN,12,Weekend/Holidays,21.08038497,177,1.525862069
2941,63,GAGE PARK,22,Weekdays,29.64429145,77,0.663793103
2942,64,CLEARING,22,Weekdays,28.65275344,153,1.318965517
2943,64,CLEARING,17,Weekend/Holidays,39.14367963,60,0.517241379
2944,56,GARFIELD RIDGE,1,Weekend/Holidays,13.93358895,182,1.568965517
2945,64,CLEARING,7,Weekdays,32.80041509,171,1.474137931
2946,25,AUSTIN,1,Weekdays,29.95688092,372,3.206896552
2947,18,MONTCLARE,10,Weekdays,20.76714583,87,0.75
2948,14,ALBANY PARK,8,Weekend/Holidays,22.34800647,238,2.051724138
2949,14,ALBANY PARK,18,Weekend/Holidays,22.87626407,525,4.525862069
2950,46,SOUTH CHICAGO,0,Weekdays,25.22136815,88,0.75862069
2951,33,NEAR SOUTH SIDE,4,Weekend/Holidays,22.66706068,1385,11.93965517
2952,72,BEVERLY,20,Weekdays,42.34941304,240,2.068965517
2953,72,BEVERLY,21,Weekdays,43.7430334,206,1.775862069
2954,66,CHICAGO LAWN,16,Weekdays,17.6707476,221,1.905172414
2955,63,GAGE PARK,18,Weekdays,20.75587234,78,0.672413793
2956,30,SOUTH LAWNDALE,0,Weekend/Holidays,34.00639655,128,1.103448276
2957,30,SOUTH LAWNDALE,17,Weekend/Holidays,28.36217573,94,0.810344828
2958,64,CLEARING,1,Weekdays,26.02113043,97,0.836206897
2959,51,SOUTH DEERING,13,Weekend/Holidays,27.59705003,117,1.00862069
2960,43,SOUTH SHORE,18,Weekend/Holidays,28.06568623,260,2.24137931
2961,42,WOODLAWN,17,Weekend/Holidays,31.063616,242,2.086206897
2962,39,KENWOOD,6,Weekdays,36.08887541,171,1.474137931
2963,39,KENWOOD,9,Weekend/Holidays,32.9100299,264,2.275862069
2964,39,KENWOOD,1,Weekdays,44.43023496,220,1.896551724
2965,50,PULLMAN,17,Weekdays,25.07041325,96,0.827586207
2966,40,WASHINGTON PARK,21,Weekend/Holidays,25.30884771,50,0.431034483
2967,40,WASHINGTON PARK,19,Weekdays,20.81499113,295,2.543103448
2968,35,DOUGLAS,5,Weekend/Holidays,15.55538735,170,1.465517241
2969,35,DOUGLAS,8,Weekend/Holidays,26.96028335,389,3.353448276
2970,49,ROSELAND,7,Weekend/Holidays,55.07401175,98,0.844827586
2971,49,ROSELAND,17,Weekend/Holidays,32.12965314,130,1.120689655
2972,49,ROSELAND,22,Weekdays,34.10309543,251,2.163793103
2973,37,FULLER PARK,0,Weekdays,35.16591754,80,0.689655172
2974,53,WEST PULLMAN,14,Weekend/Holidays,28.26125995,90,0.775862069
2975,68,ENGLEWOOD,20,Weekend/Holidays,36.8528278,71,0.612068966
2976,68,ENGLEWOOD,18,Weekdays,23.7602078,262,2.25862069
2977,68,ENGLEWOOD,11,Weekdays,28.30300615,406,3.5
2978,71,AUBURN GRESHAM,11,Weekdays,25.38307706,426,3.672413793
2979,71,AUBURN GRESHAM,19,Weekdays,27.6040826,252,2.172413793
2980,61,NEW CITY,5,Weekend/Holidays,36.61320365,44,0.379310345
2981,61,NEW CITY,12,Weekend/Holidays,23.74055724,78,0.672413793
2982,67,WEST ENGLEWOOD,17,Weekend/Holidays,30.04196393,47,0.405172414
2983,75,MORGAN PARK,8,Weekdays,27.68232229,186,1.603448276
2984,58,BRIGHTON PARK,7,Weekdays,23.56382912,71,0.612068966
2985,58,BRIGHTON PARK,13,Weekend/Holidays,31.80469581,61,0.525862069
2986,27,EAST GARFIELD PARK,17,Weekend/Holidays,30.61258335,166,1.431034483
2987,27,EAST GARFIELD PARK,5,Weekdays,39.57841132,120,1.034482759
2988,70,ASHBURN,10,Weekdays,20.99570181,272,2.344827586
2989,74,MOUNT GREENWOOD,17,Weekdays,28.58441523,85,0.732758621
2990,65,WEST LAWN,19,Weekend/Holidays,17.3787156,41,0.353448276
2991,13,NORTH PARK,2,Weekend/Holidays,22.74121322,233,2.00862069
2992,62,WEST ELSDON,5,Weekend/Holidays,32.22968383,10,0.086206897
2993,57,ARCHER HEIGHTS,23,Weekdays,36.46625309,58,0.5
2994,65,WEST LAWN,16,Weekend/Holidays,25.0746535,40,0.344827586
2995,26,WEST GARFIELD PARK,2,Weekdays,29.77895402,42,0.362068966
2996,25,AUSTIN,11,Weekend/Holidays,26.94825227,269,2.318965517
2997,25,AUSTIN,23,Weekdays,28.46899019,341,2.939655172
2998,12,FOREST GLEN,10,Weekend/Holidays,33.61880339,141,1.215517241
2999,56,GARFIELD RIDGE,23,Weekdays,20.12019485,865,7.456896552
3000,18,MONTCLARE,20,Weekdays,31.04899142,108,0.931034483
3001,10,NORWOOD PARK,2,Weekdays,32.02914213,237,2.043103448
3002,10,NORWOOD PARK,5,Weekdays,46.99469274,316,2.724137931
3003,35,DOUGLAS,3,Weekdays,26.27686726,201,1.732758621
3004,43,SOUTH SHORE,8,Weekdays,26.24221269,495,4.267241379
3005,39,KENWOOD,0,Weekend/Holidays,35.01806053,242,2.086206897
3006,40,WASHINGTON PARK,14,Weekdays,21.17393238,255,2.198275862
3007,60,BRIDGEPORT,22,Weekend/Holidays,31.53607284,290,2.5
3008,59,MCKINLEY PARK,4,Weekend/Holidays,30.06487438,63,0.543103448
3009,27,EAST GARFIELD PARK,23,Weekend/Holidays,29.75170243,127,1.094827586
3010,27,EAST GARFIELD PARK,8,Weekend/Holidays,40.25653902,128,1.103448276
3011,64,CLEARING,16,Weekend/Holidays,27.04316825,90,0.775862069
3012,57,ARCHER HEIGHTS,20,Weekend/Holidays,33.66817887,28,0.24137931
3013,59,MCKINLEY PARK,17,Weekdays,18.47282691,272,2.344827586
3014,27,EAST GARFIELD PARK,17,Weekdays,17.05759156,609,5.25
3015,12,FOREST GLEN,13,Weekend/Holidays,31.03911093,162,1.396551724
3016,17,DUNNING,23,Weekend/Holidays,25.76527726,205,1.767241379
3017,69,GREATER GRAND CROSSING,8,Weekend/Holidays,38.56155763,185,1.594827586
3018,48,CALUMET HEIGHTS,2,Weekdays,32.21457579,14,0.120689655
3019,69,GREATER GRAND CROSSING,13,Weekend/Holidays,30.65841566,251,2.163793103
3020,44,CHATHAM,19,Weekend/Holidays,19.14628979,125,1.077586207
3021,73,WASHINGTON HEIGHTS,19,Weekdays,38.26914986,231,1.99137931
3022,17,DUNNING,8,Weekend/Holidays,33.61555469,77,0.663793103
3023,75,MORGAN PARK,14,Weekend/Holidays,31.81863604,99,0.853448276
3024,73,WASHINGTON HEIGHTS,16,Weekend/Holidays,28.09250883,93,0.801724138
3025,65,WEST LAWN,4,Weekdays,42.6449982,20,0.172413793
3026,72,BEVERLY,22,Weekend/Holidays,36.4865099,53,0.456896552
3027,12,FOREST GLEN,22,Weekend/Holidays,36.66295878,169,1.456896552
3028,54,RIVERDALE,14,Weekdays,39.31808952,69,0.594827586
3029,66,CHICAGO LAWN,23,Weekdays,25.16164224,78,0.672413793
3030,63,GAGE PARK,16,Weekdays,13.28213013,137,1.181034483
3031,64,CLEARING,10,Weekdays,42.40759325,207,1.784482759
3032,48,CALUMET HEIGHTS,17,Weekend/Holidays,32.53380314,44,0.379310345
3033,43,SOUTH SHORE,1,Weekend/Holidays,37.82911577,89,0.767241379
3034,36,OAKLAND,2,Weekdays,15.29887411,85,0.732758621
3035,49,ROSELAND,4,Weekdays,43.42743051,59,0.50862069
3036,37,FULLER PARK,15,Weekend/Holidays,30.83640548,99,0.853448276
3037,60,BRIDGEPORT,7,Weekdays,27.9698662,290,2.5
3038,73,WASHINGTON HEIGHTS,19,Weekend/Holidays,36.34427904,61,0.525862069
3039,73,WASHINGTON HEIGHTS,16,Weekdays,26.31089651,456,3.931034483
3040,71,AUBURN GRESHAM,19,Weekend/Holidays,35.31285388,57,0.49137931
3041,59,MCKINLEY PARK,7,Weekdays,20.66885715,147,1.267241379
3042,27,EAST GARFIELD PARK,9,Weekend/Holidays,40.38724583,177,1.525862069
3043,62,WEST ELSDON,20,Weekdays,35.25043162,107,0.922413793
3044,57,ARCHER HEIGHTS,14,Weekdays,22.75896483,93,0.801724138
3045,20,HERMOSA,0,Weekend/Holidays,23.18547008,233,2.00862069
3046,12,FOREST GLEN,21,Weekend/Holidays,30.31520053,189,1.629310345
3047,15,PORTAGE PARK,5,Weekend/Holidays,29.4985232,357,3.077586207
3048,19,BELMONT CRAGIN,23,Weekend/Holidays,22.96076219,255,2.198275862
3049,10,NORWOOD PARK,7,Weekend/Holidays,50.49840379,173,1.49137931
3050,72,BEVERLY,9,Weekdays,26.27731822,125,1.077586207
3051,29,NORTH LAWNDALE,17,Weekdays,15.54356233,426,3.672413793
3052,29,NORTH LAWNDALE,15,Weekend/Holidays,26.82095076,161,1.387931034
3053,29,NORTH LAWNDALE,16,Weekend/Holidays,24.09926599,133,1.146551724
3054,41,HYDE PARK,4,Weekend/Holidays,28.32574081,150,1.293103448
3055,52,EAST SIDE,14,Weekdays,28.5943084,54,0.465517241
3056,46,SOUTH CHICAGO,19,Weekend/Holidays,15.96544218,66,0.568965517
3057,46,SOUTH CHICAGO,9,Weekend/Holidays,34.72697859,53,0.456896552
3058,46,SOUTH CHICAGO,12,Weekdays,30.29512345,372,3.206896552
3059,31,LOWER WEST SIDE,7,Weekend/Holidays,38.05963837,127,1.094827586
3060,72,BEVERLY,8,Weekdays,29.11619262,86,0.74137931
3061,66,CHICAGO LAWN,0,Weekend/Holidays,29.55693721,54,0.465517241
3062,30,SOUTH LAWNDALE,0,Weekdays,29.15713823,213,1.836206897
3063,30,SOUTH LAWNDALE,9,Weekend/Holidays,37.09311308,96,0.827586207
3064,30,SOUTH LAWNDALE,12,Weekdays,27.46740302,441,3.801724138
3065,64,CLEARING,18,Weekdays,27.84654508,195,1.681034483
3066,64,CLEARING,8,Weekdays,34.73359394,140,1.206896552
3067,64,CLEARING,20,Weekdays,39.00654731,189,1.629310345
3068,11,JEFFERSON PARK,12,Weekend/Holidays,34.76007513,287,2.474137931
3069,51,SOUTH DEERING,10,Weekdays,25.91933856,278,2.396551724
3070,48,CALUMET HEIGHTS,7,Weekdays,26.41246604,106,0.913793103
3071,48,CALUMET HEIGHTS,3,Weekend/Holidays,46.15002332,9,0.077586207
3072,48,CALUMET HEIGHTS,12,Weekend/Holidays,25.29311853,72,0.620689655
3073,45,AVALON PARK,20,Weekdays,27.33055561,94,0.810344828
3074,42,WOODLAWN,14,Weekend/Holidays,22.78730645,242,2.086206897
3075,36,OAKLAND,2,Weekend/Holidays,33.52669792,38,0.327586207
3076,36,OAKLAND,7,Weekdays,25.66553912,114,0.982758621
3077,36,OAKLAND,0,Weekend/Holidays,35.46777204,46,0.396551724
3078,69,GREATER GRAND CROSSING,20,Weekend/Holidays,29.41861226,126,1.086206897
3079,69,GREATER GRAND CROSSING,15,Weekend/Holidays,28.45060187,243,2.094827586
3080,69,GREATER GRAND CROSSING,2,Weekend/Holidays,45.85821797,57,0.49137931
3081,35,DOUGLAS,4,Weekend/Holidays,26.42405173,161,1.387931034
3082,35,DOUGLAS,5,Weekdays,28.8838878,238,2.051724138
3083,49,ROSELAND,14,Weekend/Holidays,28.39242529,181,1.560344828
3084,49,ROSELAND,5,Weekdays,36.75057468,104,0.896551724
3085,37,FULLER PARK,12,Weekend/Holidays,26.40093443,90,0.775862069
3086,34,ARMOUR SQUARE,14,Weekend/Holidays,24.80802441,820,7.068965517
3087,53,WEST PULLMAN,23,Weekdays,47.02459119,45,0.387931034
3088,73,WASHINGTON HEIGHTS,22,Weekdays,32.61754741,109,0.939655172
3089,73,WASHINGTON HEIGHTS,5,Weekdays,15.81122742,62,0.534482759
3090,73,WASHINGTON HEIGHTS,9,Weekdays,34.08742734,235,2.025862069
3091,71,AUBURN GRESHAM,15,Weekend/Holidays,25.65847508,154,1.327586207
3092,61,NEW CITY,12,Weekdays,27.58585352,316,2.724137931
3093,67,WEST ENGLEWOOD,9,Weekend/Holidays,19.63351386,121,1.043103448
3094,75,MORGAN PARK,0,Weekdays,52.7720386,60,0.517241379
3095,75,MORGAN PARK,18,Weekdays,31.73489504,188,1.620689655
3096,58,BRIGHTON PARK,20,Weekend/Holidays,29.78280095,41,0.353448276
3097,58,BRIGHTON PARK,6,Weekend/Holidays,11.99115694,35,0.301724138
3098,27,EAST GARFIELD PARK,2,Weekdays,39.06379772,128,1.103448276
3099,70,ASHBURN,16,Weekdays,17.65132118,239,2.060344828
3100,70,ASHBURN,15,Weekdays,17.71450443,324,2.793103448
3101,70,ASHBURN,23,Weekdays,22.29975736,80,0.689655172
3102,74,MOUNT GREENWOOD,1,Weekend/Holidays,42.60909329,19,0.163793103
3103,74,MOUNT GREENWOOD,12,Weekdays,35.57029767,43,0.370689655
3104,23,HUMBOLDT PARK,11,Weekend/Holidays,23.67846499,241,2.077586207
3105,13,NORTH PARK,9,Weekend/Holidays,28.28351929,233,2.00862069
3106,65,WEST LAWN,11,Weekdays,27.01338488,101,0.870689655
3107,26,WEST GARFIELD PARK,9,Weekend/Holidays,46.28964885,87,0.75
3108,26,WEST GARFIELD PARK,21,Weekend/Holidays,35.94742687,56,0.482758621
3109,26,WEST GARFIELD PARK,9,Weekdays,28.1780733,112,0.965517241
3110,20,HERMOSA,7,Weekdays,18.89779407,88,0.75862069
