,pickup_community_area,pickup_ca,start_hour,cal_day_desc,average_speed,total_trips,avg_trips
2933,42,WOODLAWN,19,Weekend/Holidays,12.29263485,78,0.672413793
2934,36,OAKLAND,0,Weekdays,16.02251612,14,0.120689655
2935,40,WASHINGTON PARK,7,Weekend/Holidays,31.72345324,20,0.172413793
2936,49,ROSELAND,5,Weekend/Holidays,55.37904409,41,0.353448276
2937,37,FULLER PARK,16,Weekdays,21.83354821,102,0.879310345
2938,60,BRIDGEPORT,7,Weekend/Holidays,15.73159929,34,0.293103448
2939,73,WASHINGTON HEIGHTS,20,Weekend/Holidays,49.68103692,31,0.267241379
2940,67,WEST ENGLEWOOD,19,Weekdays,30.58420269,46,0.396551724
2941,75,MORGAN PARK,7,Weekend/Holidays,61.99338462,33,0.284482759
2942,62,WEST ELSDON,12,Weekdays,26.23295716,53,0.456896552
2943,20,HERMOSA,23,Weekdays,24.6676795,54,0.465517241
2944,20,HERMOSA,9,Weekdays,19.16316965,116,1
2945,25,AUSTIN,8,Weekend/Holidays,33.90246945,110,0.948275862
2946,19,BELMONT CRAGIN,9,Weekdays,17.60985954,320,2.75862069
2947,10,NORWOOD PARK,3,Weekdays,52.74764843,76,0.655172414
2948,17,DUNNING,5,Weekend/Holidays,30.58390684,36,0.310344828
2949,9,EDISON PARK,13,Weekdays,23.28515237,34,0.293103448
2950,34,ARMOUR SQUARE,0,Weekend/Holidays,26.96410073,202,1.74137931
2951,73,WASHINGTON HEIGHTS,13,Weekend/Holidays,36.74699566,181,1.560344828
2952,76,OHARE,8,Weekend/Holidays,47.95471011,4671,40.26724138
2953,63,GAGE PARK,12,Weekdays,24.19583066,39,0.336206897
2954,64,CLEARING,4,Weekdays,44.93826934,17,0.146551724
2955,69,GREATER GRAND CROSSING,17,Weekend/Holidays,20.84320841,74,0.637931034
2956,16,IRVING PARK,7,Weekend/Holidays,26.34428295,415,3.577586207
2957,30,SOUTH LAWNDALE,19,Weekdays,28.84153462,123,1.060344828
2958,68,ENGLEWOOD,3,Weekdays,53.69542256,47,0.405172414
2959,20,HERMOSA,1,Weekend/Holidays,18.50269113,39,0.336206897
2960,59,MCKINLEY PARK,11,Weekdays,6.126540418,4059,34.99137931
2961,59,MCKINLEY PARK,19,Weekend/Holidays,13.99805108,12,0.103448276
2962,25,AUSTIN,13,Weekend/Holidays,31.27909812,248,2.137931034
2963,61,NEW CITY,3,Weekdays,35.69149882,7,0.060344828
2964,14,ALBANY PARK,14,Weekend/Holidays,15.5906419,326,2.810344828
2965,66,CHICAGO LAWN,10,Weekend/Holidays,31.07517329,26,0.224137931
2966,40,WASHINGTON PARK,15,Weekdays,20.11447219,183,1.577586207
2967,68,ENGLEWOOD,2,Weekdays,33.28773206,17,0.146551724
2968,14,ALBANY PARK,15,Weekend/Holidays,18.09024893,349,3.00862069
2969,25,AUSTIN,0,Weekdays,18.15830122,131,1.129310345
2970,41,HYDE PARK,21,Weekend/Holidays,24.34918709,174,1.5
2971,69,GREATER GRAND CROSSING,9,Weekdays,25.37384261,322,2.775862069
2972,23,HUMBOLDT PARK,7,Weekend/Holidays,30.20374279,45,0.387931034
2973,66,CHICAGO LAWN,1,Weekdays,21.2611564,16,0.137931034
2974,69,GREATER GRAND CROSSING,18,Weekdays,26.99692148,151,1.301724138
2975,43,SOUTH SHORE,0,Weekend/Holidays,34.34670851,58,0.5
2976,37,FULLER PARK,15,Weekdays,21.86516484,91,0.784482759
2977,35,DOUGLAS,9,Weekend/Holidays,26.70312177,553,4.767241379
2978,68,ENGLEWOOD,4,Weekend/Holidays,41.46436623,15,0.129310345
2979,37,FULLER PARK,17,Weekdays,13.81511133,94,0.810344828
2980,46,SOUTH CHICAGO,4,Weekdays,51.14880161,58,0.5
2981,39,KENWOOD,23,Weekend/Holidays,26.2646085,72,0.620689655
2982,61,NEW CITY,7,Weekdays,23.8002739,170,1.465517241
2983,75,MORGAN PARK,3,Weekdays,52.50414302,132,1.137931034
2984,53,WEST PULLMAN,18,Weekend/Holidays,32.27259477,21,0.181034483
2985,41,HYDE PARK,3,Weekdays,53.41942526,57,0.49137931
2986,41,HYDE PARK,22,Weekend/Holidays,27.16804182,206,1.775862069
2987,63,GAGE PARK,14,Weekdays,23.65879205,34,0.293103448
2988,30,SOUTH LAWNDALE,16,Weekend/Holidays,29.89416175,36,0.310344828
2989,30,SOUTH LAWNDALE,1,Weekend/Holidays,25.90235294,19,0.163793103
2990,38,GRAND BOULEVARD,9,Weekend/Holidays,26.11327848,224,1.931034483
2991,68,ENGLEWOOD,22,Weekdays,26.25002237,47,0.405172414
2992,67,WEST ENGLEWOOD,17,Weekdays,16.81248657,63,0.543103448
2993,13,NORTH PARK,3,Weekdays,17.64505924,93,0.801724138
2994,51,SOUTH DEERING,9,Weekend/Holidays,35.73716337,63,0.543103448
2995,75,MORGAN PARK,12,Weekend/Holidays,47.57530546,58,0.5
2996,66,CHICAGO LAWN,9,Weekend/Holidays,33.32728513,35,0.301724138
2997,46,SOUTH CHICAGO,13,Weekdays,27.838384,276,2.379310345
2998,67,WEST ENGLEWOOD,5,Weekdays,39.42446281,57,0.49137931
2999,58,BRIGHTON PARK,16,Weekend/Holidays,19.5691806,12,0.103448276
3000,31,LOWER WEST SIDE,2,Weekdays,32.22553432,75,0.646551724
3001,30,SOUTH LAWNDALE,9,Weekdays,27.37766104,96,0.827586207
3002,50,PULLMAN,14,Weekend/Holidays,41.90819853,49,0.422413793
3003,4,LINCOLN SQUARE,23,Weekend/Holidays,19.9271868,486,4.189655172
3004,27,EAST GARFIELD PARK,12,Weekend/Holidays,29.56629675,140,1.206896552
3005,17,DUNNING,0,Weekend/Holidays,21.06413206,35,0.301724138
3006,12,FOREST GLEN,18,Weekend/Holidays,17.20612319,40,0.344827586
3007,12,FOREST GLEN,19,Weekdays,19.69296245,122,1.051724138
3008,63,GAGE PARK,6,Weekdays,31.62098361,9,0.077586207
3009,30,SOUTH LAWNDALE,8,Weekdays,20.37251093,65,0.560344828
3010,14,ALBANY PARK,17,Weekend/Holidays,17.39654761,328,2.827586207
3011,29,NORTH LAWNDALE,17,Weekend/Holidays,33.3667099,73,0.629310345
3012,37,FULLER PARK,3,Weekend/Holidays,49.16079208,4,0.034482759
3013,69,GREATER GRAND CROSSING,4,Weekend/Holidays,46.96597761,28,0.24137931
3014,47,BURNSIDE,18,Weekend/Holidays,41.01962716,7,0.060344828
3015,25,AUSTIN,21,Weekend/Holidays,30.08344998,82,0.706896552
3016,49,ROSELAND,16,Weekdays,30.76443298,212,1.827586207
3017,46,SOUTH CHICAGO,13,Weekend/Holidays,32.74089723,88,0.75862069
3018,61,NEW CITY,16,Weekend/Holidays,25.27615481,39,0.336206897
3019,42,WOODLAWN,1,Weekdays,26.75405678,14,0.120689655
3020,44,CHATHAM,22,Weekdays,35.86464363,71,0.612068966
3021,30,SOUTH LAWNDALE,11,Weekend/Holidays,25.12152212,41,0.353448276
3022,71,AUBURN GRESHAM,5,Weekdays,45.17905722,222,1.913793103
3023,54,RIVERDALE,5,Weekend/Holidays,74.26903763,15,0.129310345
3024,51,SOUTH DEERING,1,Weekdays,58.704801,6,0.051724138
3025,70,ASHBURN,10,Weekend/Holidays,24.17637404,41,0.353448276
3026,65,WEST LAWN,15,Weekdays,21.87271809,71,0.612068966
3027,76,OHARE,5,Weekend/Holidays,54.6523054,2041,17.59482759
3028,4,LINCOLN SQUARE,11,Weekend/Holidays,19.53958851,559,4.818965517
3029,71,AUBURN GRESHAM,15,Weekdays,21.95658436,181,1.560344828
3030,49,ROSELAND,16,Weekend/Holidays,39.35684304,108,0.931034483
3031,1,ROGERS PARK,6,Weekend/Holidays,24.993376,791,6.818965517
3032,13,NORTH PARK,3,Weekend/Holidays,24.11557377,53,0.456896552
3033,67,WEST ENGLEWOOD,18,Weekdays,12.45684641,53,0.456896552
3034,31,LOWER WEST SIDE,6,Weekend/Holidays,25.11421418,63,0.543103448
3035,13,NORTH PARK,22,Weekend/Holidays,21.54606632,78,0.672413793
3036,19,BELMONT CRAGIN,13,Weekend/Holidays,18.39718495,116,1
3037,17,DUNNING,17,Weekdays,18.79663646,98,0.844827586
3038,13,NORTH PARK,8,Weekend/Holidays,24.27234952,104,0.896551724
3039,12,FOREST GLEN,0,Weekend/Holidays,4.33999272,33,0.284482759
3040,68,ENGLEWOOD,14,Weekend/Holidays,28.48490326,110,0.948275862
3041,57,ARCHER HEIGHTS,7,Weekdays,28.44179812,20,0.172413793
3042,13,NORTH PARK,5,Weekend/Holidays,16.40278682,80,0.689655172
3043,30,SOUTH LAWNDALE,8,Weekend/Holidays,35.87462105,12,0.103448276
3044,57,ARCHER HEIGHTS,12,Weekdays,23.38124671,50,0.431034483
3045,54,RIVERDALE,7,Weekend/Holidays,62.72125411,26,0.224137931
3046,69,GREATER GRAND CROSSING,3,Weekend/Holidays,79.29545262,39,0.336206897
3047,63,GAGE PARK,10,Weekdays,20.38799947,38,0.327586207
3048,11,JEFFERSON PARK,14,Weekend/Holidays,21.35632642,347,2.99137931
3049,20,HERMOSA,0,Weekdays,23.52398218,47,0.405172414
3050,75,MORGAN PARK,10,Weekend/Holidays,45.64585989,85,0.732758621
3051,1,ROGERS PARK,18,Weekend/Holidays,13.96312907,521,4.49137931
3052,73,WASHINGTON HEIGHTS,11,Weekdays,35.72244673,224,1.931034483
3053,37,FULLER PARK,20,Weekdays,22.8791702,41,0.353448276
3054,71,AUBURN GRESHAM,21,Weekdays,36.42067574,92,0.793103448
3055,70,ASHBURN,19,Weekend/Holidays,31.87544364,34,0.293103448
3056,63,GAGE PARK,12,Weekend/Holidays,23.00344677,18,0.155172414
3057,46,SOUTH CHICAGO,23,Weekend/Holidays,38.87124942,14,0.120689655
3058,25,AUSTIN,3,Weekend/Holidays,28.02571399,50,0.431034483
3059,26,WEST GARFIELD PARK,22,Weekdays,18.74122804,49,0.422413793
3060,44,CHATHAM,8,Weekdays,24.88245518,707,6.094827586
3061,42,WOODLAWN,23,Weekdays,31.93552647,66,0.568965517
3062,25,AUSTIN,6,Weekend/Holidays,33.26886308,82,0.706896552
3063,9,EDISON PARK,14,Weekdays,23.39038928,41,0.353448276
3064,13,NORTH PARK,16,Weekend/Holidays,18.67434255,109,0.939655172
3065,41,HYDE PARK,10,Weekend/Holidays,26.89367885,615,5.301724138
3066,26,WEST GARFIELD PARK,1,Weekend/Holidays,47.2829665,15,0.129310345
3067,42,WOODLAWN,7,Weekend/Holidays,30.35446547,51,0.439655172
3068,55,HEGEWISCH,20,Weekdays,22.05280788,8,0.068965517
3069,39,KENWOOD,21,Weekdays,18.90494014,227,1.956896552
3070,49,ROSELAND,0,Weekdays,34.71621637,30,0.25862069
3071,47,BURNSIDE,13,Weekend/Holidays,39.36446195,10,0.086206897
3072,37,FULLER PARK,9,Weekend/Holidays,30.69477291,38,0.327586207
3073,12,FOREST GLEN,21,Weekdays,31.10036246,70,0.603448276
3074,54,RIVERDALE,8,Weekend/Holidays,65.031176,21,0.181034483
3075,73,WASHINGTON HEIGHTS,18,Weekdays,28.72525577,108,0.931034483
3076,61,NEW CITY,20,Weekdays,31.15150895,55,0.474137931
3077,26,WEST GARFIELD PARK,16,Weekend/Holidays,32.35818898,32,0.275862069
3078,17,DUNNING,18,Weekend/Holidays,30.41764751,42,0.362068966
3079,18,MONTCLARE,7,Weekend/Holidays,29.73731541,24,0.206896552
3080,46,SOUTH CHICAGO,16,Weekdays,20.71273117,130,1.120689655
3081,48,CALUMET HEIGHTS,17,Weekdays,14.131421,80,0.689655172
3082,60,BRIDGEPORT,10,Weekdays,21.50885335,254,2.189655172
3083,37,FULLER PARK,8,Weekdays,67.09079504,71,0.612068966
3084,71,AUBURN GRESHAM,21,Weekend/Holidays,38.01508983,105,0.905172414
3085,19,BELMONT CRAGIN,21,Weekend/Holidays,20.24783267,98,0.844827586
3086,36,OAKLAND,21,Weekend/Holidays,29.56418517,43,0.370689655
3087,38,GRAND BOULEVARD,22,Weekend/Holidays,12.72153584,64,0.551724138
3088,25,AUSTIN,17,Weekend/Holidays,31.10219279,146,1.25862069
3089,66,CHICAGO LAWN,17,Weekend/Holidays,25.14749721,35,0.301724138
3090,25,AUSTIN,0,Weekend/Holidays,30.27731277,58,0.5
3091,68,ENGLEWOOD,18,Weekend/Holidays,34.53409548,34,0.293103448
3092,47,BURNSIDE,19,Weekend/Holidays,17.87918644,3,0.025862069
3093,44,CHATHAM,9,Weekend/Holidays,32.74432429,145,1.25
3094,55,HEGEWISCH,22,Weekdays,4.754995246,3,0.025862069
3095,48,CALUMET HEIGHTS,15,Weekend/Holidays,27.44674772,36,0.310344828
3096,70,ASHBURN,18,Weekdays,26.26849733,99,0.853448276
3097,63,GAGE PARK,13,Weekdays,23.03195243,48,0.413793103
3098,59,MCKINLEY PARK,11,Weekend/Holidays,30.70243107,31,0.267241379
3099,26,WEST GARFIELD PARK,22,Weekend/Holidays,42.96098129,30,0.25862069
3100,75,MORGAN PARK,9,Weekdays,41.71944677,143,1.232758621
3101,29,NORTH LAWNDALE,18,Weekend/Holidays,31.54745601,52,0.448275862
3102,57,ARCHER HEIGHTS,16,Weekend/Holidays,38.088,12,0.103448276
3103,66,CHICAGO LAWN,13,Weekend/Holidays,28.96232028,28,0.24137931
3104,67,WEST ENGLEWOOD,1,Weekend/Holidays,47.30370732,11,0.094827586
3105,73,WASHINGTON HEIGHTS,22,Weekend/Holidays,12.18747543,25,0.215517241
3106,19,BELMONT CRAGIN,0,Weekend/Holidays,19.972347,101,0.870689655
3107,13,NORTH PARK,7,Weekend/Holidays,37.63432806,73,0.629310345
3108,51,SOUTH DEERING,8,Weekend/Holidays,47.35564899,61,0.525862069
3109,67,WEST ENGLEWOOD,11,Weekdays,29.30137124,83,0.715517241
3110,75,MORGAN PARK,11,Weekdays,40.45714317,195,1.681034483
3111,27,EAST GARFIELD PARK,22,Weekend/Holidays,34.6523171,39,0.336206897
3112,61,NEW CITY,8,Weekdays,20.4228721,226,1.948275862
3113,35,DOUGLAS,22,Weekend/Holidays,25.06426603,143,1.232758621
3114,61,NEW CITY,6,Weekend/Holidays,47.08119646,27,0.232758621
3115,56,GARFIELD RIDGE,21,Weekend/Holidays,40.69715609,5485,47.28448276
3116,65,WEST LAWN,12,Weekdays,22.97638183,67,0.577586207
3117,18,MONTCLARE,18,Weekdays,21.32407138,28,0.24137931
3118,51,SOUTH DEERING,8,Weekdays,31.30726867,264,2.275862069
3119,70,ASHBURN,14,Weekdays,21.85858249,112,0.965517241
3120,19,BELMONT CRAGIN,17,Weekend/Holidays,18.05802798,116,1
3121,11,JEFFERSON PARK,10,Weekend/Holidays,24.4238228,303,2.612068966
3122,61,NEW CITY,10,Weekend/Holidays,16.14206574,47,0.405172414
3123,38,GRAND BOULEVARD,7,Weekend/Holidays,29.49163175,82,0.706896552
3124,60,BRIDGEPORT,18,Weekdays,11.71759771,150,1.293103448
3125,74,MOUNT GREENWOOD,10,Weekdays,33.58073043,27,0.232758621
3126,13,NORTH PARK,1,Weekdays,26.96682865,77,0.663793103
3127,50,PULLMAN,14,Weekdays,29.07873622,82,0.706896552
3128,53,WEST PULLMAN,12,Weekdays,36.15399494,204,1.75862069
3129,17,DUNNING,6,Weekend/Holidays,24.10397517,102,0.879310345
3130,51,SOUTH DEERING,7,Weekdays,29.75876693,183,1.577586207
3131,16,IRVING PARK,16,Weekend/Holidays,17.51174384,658,5.672413793
3132,48,CALUMET HEIGHTS,10,Weekend/Holidays,32.00400402,62,0.534482759
3133,39,KENWOOD,20,Weekend/Holidays,12.92313692,141,1.215517241
3134,69,GREATER GRAND CROSSING,1,Weekdays,38.68269942,24,0.206896552
3135,68,ENGLEWOOD,22,Weekend/Holidays,39.34121509,22,0.189655172
3136,62,WEST ELSDON,22,Weekend/Holidays,48.77726746,11,0.094827586
3137,36,OAKLAND,3,Weekdays,42.45831363,15,0.129310345
3138,73,WASHINGTON HEIGHTS,21,Weekdays,45.63828804,71,0.612068966
3139,45,AVALON PARK,22,Weekdays,39.03116472,15,0.129310345
3140,26,WEST GARFIELD PARK,5,Weekdays,8.444786241,15,0.129310345
3141,15,PORTAGE PARK,3,Weekdays,26.01341847,159,1.370689655
3142,40,WASHINGTON PARK,13,Weekend/Holidays,24.93003804,93,0.801724138
3143,59,MCKINLEY PARK,16,Weekdays,15.48703818,92,0.793103448
3144,10,NORWOOD PARK,23,Weekend/Holidays,38.08944988,60,0.517241379
3145,17,DUNNING,15,Weekend/Holidays,21.95129728,80,0.689655172
3146,64,CLEARING,12,Weekdays,28.77485028,34,0.293103448
3147,57,ARCHER HEIGHTS,13,Weekdays,34.54672542,49,0.422413793
3148,45,AVALON PARK,7,Weekend/Holidays,43.23770478,19,0.163793103
3149,75,MORGAN PARK,17,Weekend/Holidays,39.99447148,33,0.284482759
3150,59,MCKINLEY PARK,9,Weekend/Holidays,25.52412833,33,0.284482759
3151,62,WEST ELSDON,20,Weekend/Holidays,38.0897323,11,0.094827586
3152,45,AVALON PARK,18,Weekend/Holidays,25.10489213,16,0.137931034
3153,52,EAST SIDE,3,Weekdays,50.08895397,10,0.086206897
3154,54,RIVERDALE,9,Weekdays,49.86145651,56,0.482758621
3155,40,WASHINGTON PARK,7,Weekdays,20.52501357,154,1.327586207
3156,40,WASHINGTON PARK,21,Weekdays,31.11326683,86,0.74137931
3157,12,FOREST GLEN,16,Weekend/Holidays,19.57617716,57,0.49137931
3158,23,HUMBOLDT PARK,14,Weekend/Holidays,25.59205403,148,1.275862069
3159,53,WEST PULLMAN,15,Weekend/Holidays,40.79963353,31,0.267241379
3160,68,ENGLEWOOD,19,Weekdays,21.43657181,103,0.887931034
3161,20,HERMOSA,20,Weekdays,19.08538524,53,0.456896552
3162,64,CLEARING,4,Weekend/Holidays,43.7477037,14,0.120689655
3163,61,NEW CITY,0,Weekend/Holidays,21.01097322,14,0.120689655
3164,40,WASHINGTON PARK,6,Weekdays,30.0539006,41,0.353448276
3165,27,EAST GARFIELD PARK,11,Weekend/Holidays,27.43560578,131,1.129310345
3166,37,FULLER PARK,5,Weekdays,43.89610143,30,0.25862069
3167,71,AUBURN GRESHAM,8,Weekend/Holidays,33.60891836,88,0.75862069
3168,27,EAST GARFIELD PARK,6,Weekend/Holidays,28.48239774,31,0.267241379
3169,65,WEST LAWN,18,Weekend/Holidays,25.04406492,18,0.155172414
3170,69,GREATER GRAND CROSSING,0,Weekend/Holidays,19.35712123,34,0.293103448
3171,49,ROSELAND,15,Weekend/Holidays,21.13609313,126,1.086206897
3172,53,WEST PULLMAN,21,Weekdays,52.61801183,31,0.267241379
3173,36,OAKLAND,16,Weekend/Holidays,22.53510937,53,0.456896552
3174,61,NEW CITY,18,Weekend/Holidays,21.37865252,33,0.284482759
3175,59,MCKINLEY PARK,23,Weekdays,30.09415461,32,0.275862069
3176,27,EAST GARFIELD PARK,18,Weekend/Holidays,28.48623853,46,0.396551724
3177,51,SOUTH DEERING,12,Weekdays,34.58954146,219,1.887931034
3178,36,OAKLAND,15,Weekend/Holidays,24.3415102,54,0.465517241
3179,72,BEVERLY,11,Weekdays,32.17576486,89,0.767241379
3180,59,MCKINLEY PARK,14,Weekend/Holidays,16.86939245,26,0.224137931
3181,46,SOUTH CHICAGO,14,Weekend/Holidays,23.71834606,96,0.827586207
3182,63,GAGE PARK,7,Weekdays,22.5013501,47,0.405172414
3183,43,SOUTH SHORE,0,Weekdays,19.02650135,53,0.456896552
3184,42,WOODLAWN,23,Weekend/Holidays,33.47830481,27,0.232758621
3185,50,PULLMAN,9,Weekend/Holidays,45.00170123,22,0.189655172
3186,36,OAKLAND,12,Weekend/Holidays,24.03054482,98,0.844827586
3187,59,MCKINLEY PARK,21,Weekend/Holidays,8.988500497,13,0.112068966
3188,62,WEST ELSDON,10,Weekdays,31.99488199,39,0.336206897
3189,20,HERMOSA,15,Weekdays,16.7949941,121,1.043103448
3190,17,DUNNING,3,Weekend/Holidays,22.00670375,16,0.137931034
3191,52,EAST SIDE,5,Weekdays,45.01068616,32,0.275862069
3192,73,WASHINGTON HEIGHTS,3,Weekend/Holidays,40.6256312,2,0.017241379
3193,61,NEW CITY,5,Weekdays,51.67387876,33,0.284482759
3194,73,WASHINGTON HEIGHTS,17,Weekend/Holidays,38.88491379,50,0.431034483
3195,59,MCKINLEY PARK,8,Weekend/Holidays,37.24762459,19,0.163793103
3196,66,CHICAGO LAWN,19,Weekdays,24.34695255,43,0.370689655
3197,60,BRIDGEPORT,20,Weekend/Holidays,19.54694214,58,0.5
3198,48,CALUMET HEIGHTS,23,Weekend/Holidays,33.18555819,8,0.068965517
3199,58,BRIGHTON PARK,6,Weekdays,28.47600677,36,0.310344828
3200,19,BELMONT CRAGIN,7,Weekdays,18.54631586,191,1.646551724
3201,37,FULLER PARK,18,Weekdays,14.56038147,88,0.75862069
3202,20,HERMOSA,3,Weekend/Holidays,21.89058658,43,0.370689655
3203,34,ARMOUR SQUARE,2,Weekdays,34.52439303,95,0.818965517
3204,57,ARCHER HEIGHTS,21,Weekend/Holidays,36.54509791,6,0.051724138
3205,26,WEST GARFIELD PARK,2,Weekend/Holidays,45.66359988,14,0.120689655
3206,75,MORGAN PARK,22,Weekend/Holidays,56.02720179,16,0.137931034
3207,72,BEVERLY,5,Weekdays,34.90905022,8,0.068965517
3208,40,WASHINGTON PARK,8,Weekend/Holidays,37.10513131,45,0.387931034
3209,64,CLEARING,19,Weekdays,28.28189627,18,0.155172414
3210,62,WEST ELSDON,21,Weekend/Holidays,23.15029766,20,0.172413793
3211,34,ARMOUR SQUARE,9,Weekend/Holidays,30.31269147,133,1.146551724
3212,58,BRIGHTON PARK,22,Weekdays,32.77020645,11,0.094827586
3213,70,ASHBURN,7,Weekend/Holidays,34.37598327,36,0.310344828
3214,65,WEST LAWN,9,Weekdays,21.67207053,49,0.422413793
3215,12,FOREST GLEN,3,Weekdays,51.15803848,25,0.215517241
3216,51,SOUTH DEERING,18,Weekend/Holidays,36.63899314,22,0.189655172
3217,20,HERMOSA,18,Weekdays,19.66331813,53,0.456896552
3218,62,WEST ELSDON,6,Weekdays,39.85637339,15,0.129310345
3219,18,MONTCLARE,19,Weekdays,7.386548394,22,0.189655172
3220,72,BEVERLY,20,Weekend/Holidays,41.12710817,5,0.043103448
3221,33,NEAR SOUTH SIDE,12,Weekend/Holidays,22.47364981,8410,72.5
3222,51,SOUTH DEERING,22,Weekdays,10.82595566,21,0.181034483
3223,35,DOUGLAS,19,Weekend/Holidays,22.25106012,299,2.577586207
3224,61,NEW CITY,8,Weekend/Holidays,22.04871912,27,0.232758621
3225,10,NORWOOD PARK,3,Weekend/Holidays,38.67624765,38,0.327586207
3226,10,NORWOOD PARK,17,Weekend/Holidays,25.09021315,126,1.086206897
3227,26,WEST GARFIELD PARK,17,Weekdays,25.05984847,47,0.405172414
3228,29,NORTH LAWNDALE,21,Weekend/Holidays,18.66304019,84,0.724137931
3229,72,BEVERLY,10,Weekdays,33.72915586,57,0.49137931
3230,11,JEFFERSON PARK,21,Weekend/Holidays,24.50451642,473,4.077586207
3231,22,LOGAN SQUARE,9,Weekend/Holidays,28.88721526,389,3.353448276
3232,39,KENWOOD,3,Weekend/Holidays,53.95772994,14,0.120689655
3233,36,OAKLAND,23,Weekend/Holidays,43.80827804,13,0.112068966
3234,66,CHICAGO LAWN,15,Weekdays,20.40783382,106,0.913793103
3235,42,WOODLAWN,22,Weekend/Holidays,29.89623057,41,0.353448276
3236,38,GRAND BOULEVARD,21,Weekend/Holidays,27.8851101,71,0.612068966
3237,58,BRIGHTON PARK,0,Weekdays,30.78907563,11,0.094827586
3238,18,MONTCLARE,8,Weekend/Holidays,23.53110636,15,0.129310345
3239,5,NORTH CENTER,8,Weekend/Holidays,26.23128583,332,2.862068966
3240,10,NORWOOD PARK,14,Weekend/Holidays,22.84277208,144,1.24137931
3241,9,EDISON PARK,4,Weekdays,49.95198104,7,0.060344828
3242,68,ENGLEWOOD,17,Weekend/Holidays,52.26350677,54,0.465517241
3243,42,WOODLAWN,12,Weekdays,24.02294263,525,4.525862069
3244,57,ARCHER HEIGHTS,22,Weekdays,47.49194265,52,0.448275862
3245,62,WEST ELSDON,7,Weekdays,20.60351886,45,0.387931034
3246,48,CALUMET HEIGHTS,6,Weekend/Holidays,44.69997729,34,0.293103448
3247,62,WEST ELSDON,4,Weekend/Holidays,33.78170143,6,0.051724138
3248,26,WEST GARFIELD PARK,11,Weekdays,30.77039767,67,0.577586207
3249,51,SOUTH DEERING,5,Weekend/Holidays,41.48143845,8,0.068965517
3250,36,OAKLAND,4,Weekdays,54.23609544,25,0.215517241
3251,36,OAKLAND,4,Weekend/Holidays,38.58741963,9,0.077586207
3252,6,LAKE VIEW,6,Weekend/Holidays,31.88246087,3031,26.12931034
3253,27,EAST GARFIELD PARK,2,Weekend/Holidays,38.74636098,20,0.172413793
3254,37,FULLER PARK,17,Weekend/Holidays,21.68160455,43,0.370689655
3255,57,ARCHER HEIGHTS,7,Weekend/Holidays,42.60422418,8,0.068965517
3256,34,ARMOUR SQUARE,4,Weekend/Holidays,41.49237092,53,0.456896552
3257,40,WASHINGTON PARK,18,Weekend/Holidays,14.04641859,58,0.5
3258,60,BRIDGEPORT,17,Weekend/Holidays,23.06786781,56,0.482758621
3259,59,MCKINLEY PARK,18,Weekend/Holidays,30.54889965,16,0.137931034
3260,20,HERMOSA,17,Weekdays,18.51291548,62,0.534482759
3261,59,MCKINLEY PARK,23,Weekend/Holidays,32.5406414,8,0.068965517
3262,52,EAST SIDE,17,Weekend/Holidays,40.33884886,9,0.077586207
3263,64,CLEARING,6,Weekdays,32.24962609,34,0.293103448
3264,64,CLEARING,21,Weekdays,23.90247582,14,0.120689655
3265,45,AVALON PARK,9,Weekend/Holidays,22.19426355,29,0.25
3266,69,GREATER GRAND CROSSING,2,Weekdays,52.01296744,34,0.293103448
3267,67,WEST ENGLEWOOD,8,Weekend/Holidays,43.56618241,38,0.327586207
3268,20,HERMOSA,1,Weekdays,23.96154254,61,0.525862069
3269,10,NORWOOD PARK,0,Weekend/Holidays,35.21652463,45,0.387931034
3270,72,BEVERLY,6,Weekdays,36.75729691,27,0.232758621
3271,18,MONTCLARE,9,Weekend/Holidays,26.64508791,25,0.215517241
3272,48,CALUMET HEIGHTS,4,Weekdays,50.74086115,37,0.318965517
3273,61,NEW CITY,6,Weekdays,37.04145409,68,0.586206897
3274,67,WEST ENGLEWOOD,12,Weekdays,28.22932105,105,0.905172414
3275,57,ARCHER HEIGHTS,9,Weekend/Holidays,39.91658808,6,0.051724138
3276,9,EDISON PARK,22,Weekend/Holidays,29.88093264,3,0.025862069
3277,66,CHICAGO LAWN,8,Weekend/Holidays,28.78721332,31,0.267241379
3278,64,CLEARING,13,Weekdays,30.63299554,49,0.422413793
3279,64,CLEARING,15,Weekdays,27.44734841,41,0.353448276
3280,51,SOUTH DEERING,19,Weekdays,33.79732029,39,0.336206897
3281,45,AVALON PARK,4,Weekend/Holidays,61.11015101,14,0.120689655
3282,69,GREATER GRAND CROSSING,14,Weekend/Holidays,25.80551237,185,1.594827586
3283,73,WASHINGTON HEIGHTS,3,Weekdays,41.63844894,44,0.379310345
3284,75,MORGAN PARK,2,Weekdays,37.51456311,5,0.043103448
3285,57,ARCHER HEIGHTS,19,Weekdays,39.41454849,21,0.181034483
3286,12,FOREST GLEN,7,Weekend/Holidays,35.97345907,18,0.155172414
