S/N,pickup_community_area,pickup_ca,dropoff_community_area,dropoff_ca,time_indicator,cal_day_desc,avg_trips,total_trips,average_time,average_km,average_fare
27612,35,DOUGLAS,3,UPTOWN,AM Period,Weekdays,0.094827586,11,24.29242424,16.91378182,28.54545455
20243,55,HEGEWISCH,40,WASHINGTON PARK,Lunch Period,Weekdays,0.034482759,4,24.29166667,19.525275,32
32016,73,WASHINGTON HEIGHTS,28,NEAR WEST SIDE,Lunch Period,Weekend/Holidays,0.24137931,28,24.29166667,16.60715,29.99178571
31251,43,SOUTH SHORE,67,WEST ENGLEWOOD,Lunch Period,Weekend/Holidays,0.198275862,23,24.29057971,2.5774,15.80434783
22325,40,WASHINGTON PARK,71,AUBURN GRESHAM,PM Period,Weekdays,0.043103448,5,24.29,8.2754,16.5
30348,46,SOUTH CHICAGO,71,AUBURN GRESHAM,Lunch Period,Weekend/Holidays,0.163793103,19,24.28947368,1.305794737,15.14473684
23117,32,LOOP,9,EDISON PARK,Lunch Period,Weekend/Holidays,0.051724138,6,24.28888889,17.15186667,41.175
17528,65,WEST LAWN,66,CHICAGO LAWN,Lunch Period,Weekdays,0.025862069,3,24.28888889,8.522266667,17.75
18777,34,ARMOUR SQUARE,43,SOUTH SHORE,Lunch Period,Weekend/Holidays,0.025862069,3,24.28888889,8.377366667,22.08333333
27821,34,ARMOUR SQUARE,43,SOUTH SHORE,PM Period,Weekdays,0.103448276,12,24.2875,10.14165833,20.64583333
23892,32,LOOP,62,WEST ELSDON,AM Period,Weekdays,0.051724138,6,24.28611111,15.83435,28.6
5251,8,NEAR NORTH SIDE,57,ARCHER HEIGHTS,Night,Weekend/Holidays,0.431034483,50,24.28466667,15.36745,32.5752
9152,53,WEST PULLMAN,39,KENWOOD,AM Period,Weekend/Holidays,0.00862069,1,24.28333333,22.9103,36
8452,18,MONTCLARE,13,NORTH PARK,Lunch Period,Weekend/Holidays,0.00862069,1,24.28333333,10.6743,20
26636,49,ROSELAND,67,WEST ENGLEWOOD,AM Period,Weekdays,0.077586207,9,24.28148148,2.953455556,7.694444444
31188,42,WOODLAWN,28,NEAR WEST SIDE,PM Period,Weekend/Holidays,0.198275862,23,24.28043478,12.8604,25.98521739
852,41,HYDE PARK,48,CALUMET HEIGHTS,PM Period,Weekdays,0.456896552,53,24.27955975,6.583684906,19.47943396
25088,41,HYDE PARK,27,EAST GARFIELD PARK,PM Period,Weekend/Holidays,0.060344828,7,24.27857143,17.3949,30.24285714
28426,71,AUBURN GRESHAM,32,LOOP,PM Period,Weekend/Holidays,0.112068966,13,24.27820513,13.10911538,25.56
18357,24,WEST TOWN,67,WEST ENGLEWOOD,Night,Weekdays,0.025862069,3,24.27777778,14.94616667,26.33333333
24397,56,GARFIELD RIDGE,68,ENGLEWOOD,Night,Weekend/Holidays,0.060344828,7,24.27619048,14.7085,29.71428571
24260,38,GRAND BOULEVARD,48,CALUMET HEIGHTS,PM Period,Weekend/Holidays,0.060344828,7,24.27619048,12.7788,25.75
27404,18,MONTCLARE,76,OHARE,PM Period,Weekdays,0.094827586,11,24.27575758,11.63444545,25.68636364
14443,24,WEST TOWN,67,WEST ENGLEWOOD,Night,Weekend/Holidays,0.017241379,2,24.275,17.4524,29.125
26512,33,NEAR SOUTH SIDE,5,NORTH CENTER,AM Period,Weekend/Holidays,0.077586207,9,24.27407407,12.08931111,30.92333333
3643,34,ARMOUR SQUARE,24,WEST TOWN,PM Period,Weekend/Holidays,0.5,58,24.27385057,9.630853448,24.34137931
24480,42,WOODLAWN,66,CHICAGO LAWN,PM Period,Weekdays,0.060344828,7,24.27380952,2.5346,14.17857143
21581,33,NEAR SOUTH SIDE,45,AVALON PARK,Night,Weekdays,0.043103448,5,24.27333333,15.58802,27.2
26158,2,WEST RIDGE,33,NEAR SOUTH SIDE,Night,Weekend/Holidays,0.077586207,9,24.27222222,14.48642222,32.70111111
19254,21,AVONDALE,33,NEAR SOUTH SIDE,PM Period,Weekend/Holidays,0.025862069,3,24.27222222,9.821,42.5
25857,6,LAKE VIEW,68,ENGLEWOOD,AM Period,Weekend/Holidays,0.068965517,8,24.27083333,23.4597125,38.18125
22627,27,EAST GARFIELD PARK,16,IRVING PARK,Lunch Period,Weekdays,0.043103448,5,24.27,6.63642,23.2
28646,40,WASHINGTON PARK,51,SOUTH DEERING,AM Period,Weekdays,0.112068966,13,24.26923077,1.154246154,5.923076923
25907,33,NEAR SOUTH SIDE,12,FOREST GLEN,Night,Weekdays,0.068965517,8,24.26875,18.4184,42.40375
12041,15,PORTAGE PARK,68,ENGLEWOOD,AM Period,Weekend/Holidays,0.00862069,1,24.26666667,27.7403,43
13494,65,WEST LAWN,7,LINCOLN PARK,Night,Weekdays,0.00862069,1,24.26666667,22.8781,36.5
10706,29,NORTH LAWNDALE,62,WEST ELSDON,Lunch Period,Weekend/Holidays,0.00862069,1,24.26666667,7.4221,17
26926,71,AUBURN GRESHAM,42,WOODLAWN,PM Period,Weekend/Holidays,0.086206897,10,24.26166667,9.66,20.575
17656,67,WEST ENGLEWOOD,8,NEAR NORTH SIDE,AM Period,Weekend/Holidays,0.025862069,3,24.26111111,13.64206667,32.66666667
19629,62,WEST ELSDON,29,NORTH LAWNDALE,AM Period,Weekdays,0.025862069,3,24.26111111,10.3362,23.24666667
5101,51,SOUTH DEERING,41,HYDE PARK,AM Period,Weekdays,0.25862069,30,24.26111111,8.624233333,19.50833333
31960,49,ROSELAND,43,SOUTH SHORE,AM Period,Weekdays,0.24137931,28,24.26011905,1.743975,8.723214286
22896,4,LINCOLN SQUARE,9,EDISON PARK,AM Period,Weekdays,0.043103448,5,24.26,12.38734,24.46
29440,12,FOREST GLEN,3,UPTOWN,AM Period,Weekdays,0.137931034,16,24.259375,8.97675625,18.619375
16867,72,BEVERLY,32,LOOP,Night,Weekend/Holidays,0.017241379,2,24.25833333,22.6688,36.375
15946,37,FULLER PARK,65,WEST LAWN,PM Period,Weekend/Holidays,0.017241379,2,24.25833333,6.49635,23.25
6900,7,LINCOLN PARK,23,HUMBOLDT PARK,PM Period,Weekend/Holidays,0.310344828,36,24.25787037,6.0697,17.37916667
5371,28,NEAR WEST SIDE,77,EDGEWATER,Lunch Period,Weekdays,4.646551724,539,24.25760668,13.19512987,28.81987013
4838,44,CHATHAM,32,LOOP,PM Period,Weekdays,1.267241379,147,24.25725624,16.37687619,29.24503401
24454,53,WEST PULLMAN,38,GRAND BOULEVARD,PM Period,Weekdays,0.060344828,7,24.2547619,20.9139,34.03571429
20026,35,DOUGLAS,22,LOGAN SQUARE,Night,Weekend/Holidays,0.034482759,4,24.25416667,10.605875,25.25
25293,7,LINCOLN PARK,36,OAKLAND,AM Period,Weekdays,0.068965517,8,24.25208333,14.8743875,27.50625
16099,52,EAST SIDE,34,ARMOUR SQUARE,AM Period,Weekend/Holidays,0.017241379,2,24.25,25.34945,39.375
20917,39,KENWOOD,72,BEVERLY,AM Period,Weekend/Holidays,0.034482759,4,24.25,17.66975,29.625
13836,37,FULLER PARK,43,SOUTH SHORE,Lunch Period,Weekend/Holidays,0.017241379,2,24.25,11.27805,21.625
20371,39,KENWOOD,58,BRIGHTON PARK,Lunch Period,Weekdays,0.034482759,4,24.25,5.91675,21.5625
21440,35,DOUGLAS,66,CHICAGO LAWN,PM Period,Weekend/Holidays,0.034482759,4,24.25,3.22,12.3125
20603,73,WASHINGTON HEIGHTS,67,WEST ENGLEWOOD,Lunch Period,Weekend/Holidays,0.034482759,4,24.25,1.89175,9.6875
6540,16,IRVING PARK,19,BELMONT CRAGIN,PM Period,Weekdays,0.681034483,79,24.24957806,4.676336709,16.25
25025,6,LAKE VIEW,39,KENWOOD,Lunch Period,Weekend/Holidays,0.060344828,7,24.2452381,17.7422,30.96428571
23606,35,DOUGLAS,71,AUBURN GRESHAM,Night,Weekend/Holidays,0.051724138,6,24.24444444,11.89521667,24.91666667
19128,70,ASHBURN,50,PULLMAN,AM Period,Weekend/Holidays,0.025862069,3,24.24444444,10.7387,24.58333333
20736,24,WEST TOWN,9,EDISON PARK,Lunch Period,Weekdays,0.034482759,4,24.24166667,16.6957,29.7
16203,20,HERMOSA,3,UPTOWN,AM Period,Weekend/Holidays,0.017241379,2,24.24166667,6.279,24.5
21547,34,ARMOUR SQUARE,75,MORGAN PARK,Lunch Period,Weekdays,0.043103448,5,24.24,16.00662,26.7
26743,60,BRIDGEPORT,43,SOUTH SHORE,Night,Weekdays,0.086206897,10,24.23833333,12.98143,25.4
6386,24,WEST TOWN,20,HERMOSA,Lunch Period,Weekdays,0.284482759,33,24.23686869,5.955048485,15.85787879
7135,28,NEAR WEST SIDE,43,SOUTH SHORE,Night,Weekend/Holidays,0.577586207,67,24.23358209,16.74063582,30.90074627
10524,49,ROSELAND,27,EAST GARFIELD PARK,Night,Weekend/Holidays,0.00862069,1,24.23333333,27.5954,42.25
10060,24,WEST TOWN,52,EAST SIDE,Night,Weekend/Holidays,0.00862069,1,24.23333333,26.726,41.5
10835,4,LINCOLN SQUARE,41,HYDE PARK,AM Period,Weekend/Holidays,0.00862069,1,24.23333333,25.76,40
13353,20,HERMOSA,35,DOUGLAS,AM Period,Weekend/Holidays,0.00862069,1,24.23333333,15.3272,26
10410,20,HERMOSA,33,NEAR SOUTH SIDE,AM Period,Weekdays,0.00862069,1,24.23333333,14.007,24.5
15735,22,LOGAN SQUARE,10,NORWOOD PARK,Lunch Period,Weekend/Holidays,0.017241379,2,24.23333333,13.1698,24.125
8668,70,ASHBURN,30,SOUTH LAWNDALE,Lunch Period,Weekend/Holidays,0.00862069,1,24.23333333,11.7208,21.5
27139,41,HYDE PARK,73,WASHINGTON HEIGHTS,AM Period,Weekend/Holidays,0.086206897,10,24.23166667,11.92527,27.825
22297,41,HYDE PARK,75,MORGAN PARK,Lunch Period,Weekend/Holidays,0.043103448,5,24.23,10.41992,24.75
26576,4,LINCOLN SQUARE,33,NEAR SOUTH SIDE,AM Period,Weekend/Holidays,0.077586207,9,24.22962963,12.55442222,27.51777778
20705,29,NORTH LAWNDALE,42,WOODLAWN,Night,Weekdays,0.034482759,4,24.22916667,15.323175,26.0625
28215,26,WEST GARFIELD PARK,69,GREATER GRAND CROSSING,PM Period,Weekend/Holidays,0.103448276,12,24.22777778,20.44968333,32.89583333
26029,33,NEAR SOUTH SIDE,66,CHICAGO LAWN,Night,Weekdays,0.077586207,9,24.22592593,15.83524444,28.22222222
470,41,HYDE PARK,8,NEAR NORTH SIDE,Lunch Period,Weekdays,13.93103448,1616,24.22550536,11.66961077,40.31863861
950,4,LINCOLN SQUARE,28,NEAR WEST SIDE,AM Period,Weekend/Holidays,0.5,58,24.22528736,11.34411552,25.83034483
29586,19,BELMONT CRAGIN,28,NEAR WEST SIDE,AM Period,Weekend/Holidays,0.137931034,16,24.225,8.7101,27.295625
17094,29,NORTH LAWNDALE,57,ARCHER HEIGHTS,PM Period,Weekdays,0.017241379,2,24.225,7.245,16.5
18107,22,LOGAN SQUARE,63,GAGE PARK,Night,Weekdays,0.025862069,3,24.22222222,15.25743333,26.25
31986,28,NEAR WEST SIDE,20,HERMOSA,PM Period,Weekend/Holidays,0.24137931,28,24.22202381,7.726275,21.45178571
24379,12,FOREST GLEN,32,LOOP,Lunch Period,Weekend/Holidays,0.060344828,7,24.22142857,13.8989,29.57142857
20076,77,EDGEWATER,34,ARMOUR SQUARE,Lunch Period,Weekend/Holidays,0.034482759,4,24.22083333,19.3844,33.4375
26519,28,NEAR WEST SIDE,20,HERMOSA,Lunch Period,Weekend/Holidays,0.077586207,9,24.21851852,7.622455556,21.55777778
3492,39,KENWOOD,8,NEAR NORTH SIDE,PM Period,Weekend/Holidays,0.827586207,96,24.21753472,7.980401042,24.2890625
16262,26,WEST GARFIELD PARK,42,WOODLAWN,Night,Weekdays,0.017241379,2,24.21666667,21.7833,34.125
26829,67,WEST ENGLEWOOD,43,SOUTH SHORE,AM Period,Weekdays,0.086206897,10,24.21666667,7.16128,16.55
6731,8,NEAR NORTH SIDE,11,JEFFERSON PARK,AM Period,Weekend/Holidays,0.827586207,96,24.21388889,22.83449583,113.3389583
28053,44,CHATHAM,26,WEST GARFIELD PARK,AM Period,Weekdays,0.103448276,12,24.2125,21.97784167,34.64583333
1729,56,GARFIELD RIDGE,70,ASHBURN,PM Period,Weekdays,1.793103448,208,24.21233974,8.144664904,24.61365385
742,32,LOOP,77,EDGEWATER,PM Period,Weekdays,59.12068966,6858,24.21182317,11.98677867,28.88098571
15187,24,WEST TOWN,51,SOUTH DEERING,Night,Weekend/Holidays,0.017241379,2,24.20833333,29.3986,44.875
27663,53,WEST PULLMAN,38,GRAND BOULEVARD,AM Period,Weekdays,0.094827586,11,24.20757576,16.91817273,27.70454545
24562,69,GREATER GRAND CROSSING,50,PULLMAN,Night,Weekdays,0.060344828,7,24.20714286,13.7517,25.14285714
25466,8,NEAR NORTH SIDE,62,WEST ELSDON,AM Period,Weekend/Holidays,0.068965517,8,24.20625,13.3952,33.15625
1195,8,NEAR NORTH SIDE,31,LOWER WEST SIDE,Lunch Period,Weekend/Holidays,2.413793103,280,24.20553571,7.1874425,19.12771429
25346,73,WASHINGTON HEIGHTS,29,NORTH LAWNDALE,Night,Weekdays,0.068965517,8,24.20416667,24.041325,37.59375
20399,60,BRIDGEPORT,21,AVONDALE,PM Period,Weekend/Holidays,0.034482759,4,24.20416667,7.80045,24.1375
29945,44,CHATHAM,8,NEAR NORTH SIDE,AM Period,Weekend/Holidays,0.146551724,17,24.20294118,14.19072941,25.72058824
12995,21,AVONDALE,42,WOODLAWN,Night,Weekend/Holidays,0.00862069,1,24.2,23.8602,37.25
11880,33,NEAR SOUTH SIDE,20,HERMOSA,AM Period,Weekdays,0.00862069,1,24.2,16.583,27.75
29648,1,ROGERS PARK,10,NORWOOD PARK,Night,Weekend/Holidays,0.137931034,16,24.19791667,10.73065,28.03125
2012,53,WEST PULLMAN,28,NEAR WEST SIDE,AM Period,Weekend/Holidays,0.534482759,62,24.19758065,23.75269355,38.24193548
3344,34,ARMOUR SQUARE,68,ENGLEWOOD,PM Period,Weekdays,0.25,29,24.19712644,7.845141379,20.51724138
27732,29,NORTH LAWNDALE,69,GREATER GRAND CROSSING,Lunch Period,Weekend/Holidays,0.094827586,11,24.1969697,20.26843636,32.72727273
30648,77,EDGEWATER,11,JEFFERSON PARK,Night,Weekend/Holidays,0.172413793,20,24.19416667,8.435595,20.4375
235,8,NEAR NORTH SIDE,19,BELMONT CRAGIN,Night,Weekend/Holidays,3.181034483,369,24.19168925,11.3321748,25.23747967
13826,73,WASHINGTON HEIGHTS,56,GARFIELD RIDGE,PM Period,Weekdays,0.017241379,2,24.19166667,8.38005,18.75
2671,56,GARFIELD RIDGE,35,DOUGLAS,PM Period,Weekdays,1.818965517,211,24.19091627,14.94461517,35.19483412
19506,42,WOODLAWN,24,WEST TOWN,PM Period,Weekend/Holidays,0.025862069,3,24.18888889,18.36473333,29.66666667
29960,11,JEFFERSON PARK,3,UPTOWN,Lunch Period,Weekend/Holidays,0.146551724,17,24.1872549,6.912582353,21.12764706
3945,43,SOUTH SHORE,32,LOOP,AM Period,Weekdays,4.577586207,531,24.18518519,14.29519303,26.67269303
11593,42,WOODLAWN,5,NORTH CENTER,Night,Weekdays,0.00862069,1,24.18333333,21.2359,33.75
10381,42,WOODLAWN,29,NORTH LAWNDALE,Night,Weekend/Holidays,0.00862069,1,24.18333333,20.6563,33.25
15428,63,GAGE PARK,49,ROSELAND,Lunch Period,Weekend/Holidays,0.017241379,2,24.18333333,6.4078,16
22195,56,GARFIELD RIDGE,37,FULLER PARK,Night,Weekend/Holidays,0.043103448,5,24.18,10.62278,30.12
6088,8,NEAR NORTH SIDE,59,MCKINLEY PARK,PM Period,Weekend/Holidays,0.560344828,65,24.17923077,10.01543846,24.96969231
22355,57,ARCHER HEIGHTS,44,CHATHAM,Lunch Period,Weekdays,0.043103448,5,24.17666667,20.83662,33.6
22229,29,NORTH LAWNDALE,68,ENGLEWOOD,AM Period,Weekend/Holidays,0.043103448,5,24.17666667,15.72004,27.8
21364,69,GREATER GRAND CROSSING,25,AUSTIN,Night,Weekdays,0.034482759,4,24.175,25.67145,40
16536,50,PULLMAN,30,SOUTH LAWNDALE,AM Period,Weekdays,0.017241379,2,24.175,13.32275,21.875
15708,29,NORTH LAWNDALE,67,WEST ENGLEWOOD,AM Period,Weekdays,0.017241379,2,24.175,11.7208,21.875
18782,62,WEST ELSDON,24,WEST TOWN,Night,Weekend/Holidays,0.025862069,3,24.17222222,13.49716667,40.68333333
27199,44,CHATHAM,61,NEW CITY,Lunch Period,Weekdays,0.086206897,10,24.17,11.31025,23.95
24137,29,NORTH LAWNDALE,23,HUMBOLDT PARK,AM Period,Weekend/Holidays,0.060344828,7,24.16904762,7.1737,15.92857143
12931,30,SOUTH LAWNDALE,50,PULLMAN,Lunch Period,Weekend/Holidays,0.00862069,1,24.16666667,28.7707,44.25
24075,40,WASHINGTON PARK,39,KENWOOD,Night,Weekdays,0.051724138,6,24.16666667,3.4615,14.375
23184,54,RIVERDALE,42,WOODLAWN,Lunch Period,Weekend/Holidays,0.051724138,6,24.16666667,0,3.25
24603,33,NEAR SOUTH SIDE,72,BEVERLY,Night,Weekend/Holidays,0.060344828,7,24.16428571,22.655,40.64142857
16236,28,NEAR WEST SIDE,47,BURNSIDE,Night,Weekend/Holidays,0.017241379,2,24.15833333,22.1053,36
17164,37,FULLER PARK,23,HUMBOLDT PARK,Lunch Period,Weekdays,0.017241379,2,24.15833333,15.41575,26
2295,21,AVONDALE,13,NORTH PARK,PM Period,Weekdays,0.465517241,54,24.15833333,4.157974074,38.60018519
24364,15,PORTAGE PARK,1,ROGERS PARK,Night,Weekend/Holidays,0.060344828,7,24.15714286,10.4029,24.28571429
22715,73,WASHINGTON HEIGHTS,36,OAKLAND,AM Period,Weekdays,0.043103448,5,24.15666667,16.68282,27.85
21254,3,UPTOWN,61,NEW CITY,AM Period,Weekend/Holidays,0.034482759,4,24.15416667,11.0285,19.25
20474,65,WEST LAWN,60,BRIDGEPORT,AM Period,Weekdays,0.034482759,4,24.15416667,10.734675,20.9375
28587,43,SOUTH SHORE,53,WEST PULLMAN,Night,Weekdays,0.112068966,13,24.15384615,8.656846154,16.53846154
5218,3,UPTOWN,33,NEAR SOUTH SIDE,Lunch Period,Weekdays,1.034482759,120,24.15277778,12.209435,27.24566667
28814,43,SOUTH SHORE,73,WASHINGTON HEIGHTS,Lunch Period,Weekdays,0.120689655,14,24.15238095,8.303,18.41071429
24533,31,LOWER WEST SIDE,63,GAGE PARK,PM Period,Weekdays,0.060344828,7,24.15238095,6.3342,18.42857143
8789,66,CHICAGO LAWN,6,LAKE VIEW,AM Period,Weekend/Holidays,0.00862069,1,24.15,24.472,38.5
12886,4,LINCOLN SQUARE,9,EDISON PARK,AM Period,Weekend/Holidays,0.00862069,1,24.15,12.9766,27.6
9914,9,EDISON PARK,16,IRVING PARK,AM Period,Weekend/Holidays,0.00862069,1,24.15,11.3344,21.75
25863,70,ASHBURN,35,DOUGLAS,AM Period,Weekend/Holidays,0.068965517,8,24.14791667,7.75215,14.9375
4068,43,SOUTH SHORE,32,LOOP,Lunch Period,Weekdays,2.103448276,244,24.1465847,12.9616877,24.89471311
20268,7,LINCOLN PARK,26,WEST GARFIELD PARK,PM Period,Weekend/Holidays,0.034482759,4,24.14583333,7.144375,23.8125
2244,32,LOOP,42,WOODLAWN,Night,Weekdays,2.353448276,273,24.14529915,12.20321026,27.32347985
24668,75,MORGAN PARK,39,KENWOOD,PM Period,Weekend/Holidays,0.060344828,7,24.14285714,8.372,19.03571429
23726,57,ARCHER HEIGHTS,6,LAKE VIEW,Night,Weekdays,0.051724138,6,24.14166667,13.88356667,41.625
24810,66,CHICAGO LAWN,28,NEAR WEST SIDE,AM Period,Weekend/Holidays,0.060344828,7,24.14047619,12.2314,22.35714286
24571,67,WEST ENGLEWOOD,72,BEVERLY,PM Period,Weekdays,0.060344828,7,24.14047619,5.0416,14.78571429
6918,44,CHATHAM,39,KENWOOD,PM Period,Weekdays,0.387931034,45,24.14037037,8.989882222,19.958
31212,43,SOUTH SHORE,49,ROSELAND,Lunch Period,Weekend/Holidays,0.198275862,23,24.13985507,6.0291,15.81956522
28641,4,LINCOLN SQUARE,11,JEFFERSON PARK,PM Period,Weekend/Holidays,0.112068966,13,24.13589744,8.213476923,20.13461538
8969,77,EDGEWATER,44,CHATHAM,AM Period,Weekend/Holidays,0.00862069,1,24.13333333,29.2537,45
16412,43,SOUTH SHORE,29,NORTH LAWNDALE,Night,Weekdays,0.017241379,2,24.13333333,24.4076,38.5
13803,27,EAST GARFIELD PARK,43,SOUTH SHORE,Lunch Period,Weekend/Holidays,0.017241379,2,24.13333333,20.7851,33.125
23478,12,FOREST GLEN,7,LINCOLN PARK,PM Period,Weekend/Holidays,0.051724138,6,24.13333333,14.71271667,26.40833333
16937,46,SOUTH CHICAGO,53,WEST PULLMAN,PM Period,Weekdays,0.017241379,2,24.13333333,9.08845,16.5
29852,10,NORWOOD PARK,2,WEST RIDGE,PM Period,Weekend/Holidays,0.146551724,17,24.13333333,8.648541176,20.89352941
29868,24,WEST TOWN,17,DUNNING,Night,Weekend/Holidays,0.146551724,17,24.13235294,13.94733529,34.54705882
5527,28,NEAR WEST SIDE,71,AUBURN GRESHAM,Night,Weekdays,0.715517241,83,24.13232932,14.69095904,32.33807229
22332,68,ENGLEWOOD,53,WEST PULLMAN,PM Period,Weekend/Holidays,0.043103448,5,24.12666667,12.90898,31.4
24916,45,AVALON PARK,70,ASHBURN,AM Period,Weekdays,0.060344828,7,24.12619048,3.2568,8.642857143
3793,43,SOUTH SHORE,32,LOOP,Lunch Period,Weekend/Holidays,0.275862069,32,24.125,12.76025625,26.6875
5676,3,UPTOWN,21,AVONDALE,Lunch Period,Weekdays,0.836206897,97,24.12130584,6.238998969,19.27628866
28823,24,WEST TOWN,11,JEFFERSON PARK,Lunch Period,Weekend/Holidays,0.120689655,14,24.11904762,20.50565,40.27857143
12299,29,NORTH LAWNDALE,75,MORGAN PARK,Lunch Period,Weekend/Holidays,0.00862069,1,24.11666667,28.5131,43.25
9659,35,DOUGLAS,53,WEST PULLMAN,Night,Weekend/Holidays,0.00862069,1,24.11666667,20.5436,33.25
10789,47,BURNSIDE,33,NEAR SOUTH SIDE,AM Period,Weekend/Holidays,0.00862069,1,24.11666667,15.6814,26.75
10717,44,CHATHAM,59,MCKINLEY PARK,AM Period,Weekdays,0.00862069,1,24.11666667,14.8442,25.25
14519,75,MORGAN PARK,46,SOUTH CHICAGO,PM Period,Weekdays,0.017241379,2,24.11666667,14.43365,25.25
22812,46,SOUTH CHICAGO,67,WEST ENGLEWOOD,PM Period,Weekdays,0.043103448,5,24.11666667,8.76162,17.35
30460,28,NEAR WEST SIDE,9,EDISON PARK,Night,Weekend/Holidays,0.163793103,19,24.11578947,17.66254737,39.68210526
21805,68,ENGLEWOOD,50,PULLMAN,Lunch Period,Weekend/Holidays,0.043103448,5,24.11333333,12.07178,23.15
1823,28,NEAR WEST SIDE,59,MCKINLEY PARK,PM Period,Weekdays,1.862068966,216,24.1128858,5.971534722,17.50458333
1900,8,NEAR NORTH SIDE,43,SOUTH SHORE,Night,Weekend/Holidays,1.5,174,24.11206897,15.01380517,31.13224138
25048,62,WEST ELSDON,39,KENWOOD,PM Period,Weekdays,0.060344828,7,24.10952381,14.0645,36.42857143
7279,35,DOUGLAS,29,NORTH LAWNDALE,Lunch Period,Weekdays,0.293103448,34,24.10882353,9.090344118,23.98970588
15554,53,WEST PULLMAN,24,WEST TOWN,AM Period,Weekend/Holidays,0.017241379,2,24.10833333,29.1893,45.25
15050,50,PULLMAN,41,HYDE PARK,Night,Weekdays,0.017241379,2,24.10833333,9.7727,19.01
258,14,ALBANY PARK,6,LAKE VIEW,PM Period,Weekdays,0.862068966,100,24.10633333,7.028455,17.7036
20094,26,WEST GARFIELD PARK,33,NEAR SOUTH SIDE,PM Period,Weekdays,0.034482759,4,24.10416667,12.135375,21.9375
4563,76,OHARE,24,WEST TOWN,AM Period,Weekend/Holidays,8.068965517,936,24.10414886,22.97162105,49.69285256
4546,28,NEAR WEST SIDE,44,CHATHAM,Lunch Period,Weekdays,4.068965517,472,24.10091808,16.00316123,28.40817797
8290,35,DOUGLAS,55,HEGEWISCH,Lunch Period,Weekdays,0.00862069,1,24.1,25.277,39
18499,38,GRAND BOULEVARD,50,PULLMAN,Night,Weekdays,0.025862069,3,24.1,16.86206667,29
14752,7,LINCOLN PARK,26,WEST GARFIELD PARK,AM Period,Weekdays,0.017241379,2,24.1,13.59645,25
16601,68,ENGLEWOOD,72,BEVERLY,PM Period,Weekdays,0.017241379,2,24.1,6.28705,20.25
30360,32,LOOP,62,WEST ELSDON,Night,Weekend/Holidays,0.163793103,19,24.09912281,13.48417368,30.83315789
6160,44,CHATHAM,39,KENWOOD,Lunch Period,Weekdays,0.275862069,32,24.096875,7.970003125,20.6328125
5313,28,NEAR WEST SIDE,49,ROSELAND,Night,Weekend/Holidays,0.465517241,54,24.09320988,18.41482222,33.44796296
16547,66,CHICAGO LAWN,24,WEST TOWN,Night,Weekend/Holidays,0.017241379,2,24.09166667,19.45685,31.75
3069,7,LINCOLN PARK,23,HUMBOLDT PARK,Lunch Period,Weekdays,0.267241379,31,24.09032258,7.028429032,17.58322581
31225,33,NEAR SOUTH SIDE,46,SOUTH CHICAGO,Lunch Period,Weekend/Holidays,0.198275862,23,24.08985507,11.5143,20.52173913
17823,44,CHATHAM,60,BRIDGEPORT,Lunch Period,Weekend/Holidays,0.025862069,3,24.08888889,11.00703333,20.66666667
489,32,LOOP,42,WOODLAWN,AM Period,Weekend/Holidays,0.896551724,104,24.08733974,11.07060769,29.43048077
5519,53,WEST PULLMAN,34,ARMOUR SQUARE,AM Period,Weekdays,0.931034483,108,24.08626543,20.40853889,32.44685185
2922,76,OHARE,12,FOREST GLEN,Lunch Period,Weekend/Holidays,1.75862069,204,24.08472222,13.96248824,33.94495098
9647,51,SOUTH DEERING,60,BRIDGEPORT,AM Period,Weekend/Holidays,0.00862069,1,24.08333333,20.7529,34.25
8121,53,WEST PULLMAN,36,OAKLAND,Lunch Period,Weekdays,0.00862069,1,24.08333333,19.3361,31.5
18535,63,GAGE PARK,73,WASHINGTON HEIGHTS,PM Period,Weekend/Holidays,0.025862069,3,24.08333333,7.137666667,20.58333333
1104,39,KENWOOD,39,KENWOOD,PM Period,Weekend/Holidays,2.310344828,268,24.0824005,1.612523134,15.82160448
28636,38,GRAND BOULEVARD,53,WEST PULLMAN,Lunch Period,Weekdays,0.112068966,13,24.07948718,14.6832,27.01923077
20080,23,HUMBOLDT PARK,17,DUNNING,Lunch Period,Weekend/Holidays,0.034482759,4,24.07916667,7.084,16.3125
23736,35,DOUGLAS,72,BEVERLY,Lunch Period,Weekdays,0.051724138,6,24.07777778,9.42655,26.625
17746,30,SOUTH LAWNDALE,34,ARMOUR SQUARE,AM Period,Weekend/Holidays,0.025862069,3,24.07777778,9.327266667,20.58333333
796,12,FOREST GLEN,76,OHARE,AM Period,Weekdays,1.896551724,220,24.07613636,11.57085045,30.07231818
20379,34,ARMOUR SQUARE,73,WASHINGTON HEIGHTS,Lunch Period,Weekend/Holidays,0.034482759,4,24.075,17.4202,31.0325
16648,35,DOUGLAS,47,BURNSIDE,AM Period,Weekdays,0.017241379,2,24.075,9.0804,21.375
26453,7,LINCOLN PARK,26,WEST GARFIELD PARK,Night,Weekend/Holidays,0.077586207,9,24.07407407,12.65996667,25.90555556
26656,15,PORTAGE PARK,77,EDGEWATER,Night,Weekend/Holidays,0.086206897,10,24.07333333,10.97215,23.03
